season,week,d_rank_percent,ffi_rank,ffi_percent,elim_agree,elim_rank,elim_percent
7,1,0.10123052521902592,-0.06153850655615689,0.13452877453137274,False,Ted McGinley,Jeffrey Ross
7,2,0.07796389003489507,0.007053359865786479,0.17377330369489968,True,Kim Kardashian,Kim Kardashian
7,4,0.027777777777777735,0.06648328561671629,0.1237238459439336,True,Rocco DiSpirito,Rocco DiSpirito
7,5,0.035714285714285754,-0.010785440950154768,0.06199131059718599,True,Toni Braxton,Toni Braxton
7,6,0.012049963525733343,0.11415503282683997,0.15961093049639247,True,Cloris Leachman,Cloris Leachman
7,7,0.016954108460352058,-0.11440890362586514,-0.1783661130045105,True,Susan Lucci,Susan Lucci
7,8,5.551115123125783e-17,0.025658350974743116,0.025658350974743116,True,Maurice Greene,Maurice Greene
7,9,0.16666666666666657,0.05947205458075033,-0.2897687979209717,True,Cody Linley,Cody Linley
8,2,0.03931413931892569,-0.027501496857751828,-0.000714237034473153,True,Belinda Carlisle,Belinda Carlisle
8,3,0.08014043862018422,0.021081511514291107,-0.11760748211267585,True,Denise Richards,Denise Richards
8,4,0.0,,,True,Steve Wozniak,Steve Wozniak
8,5,0.06333696839026642,-0.07522496219311264,-0.10214760613688195,False,Steve-O,David Alan Grier
8,6,0.06534085603938872,0.011962517199938072,0.04734548331682159,True,Steve-O,Steve-O
8,7,0.06084496717316007,-0.034639970820586674,0.014401875582491563,True,Lawrence Taylor,Lawrence Taylor
8,8,0.33333333333333337,-0.04035300113603968,0.6380131118684709,True,Chuck Wicks,Chuck Wicks
8,9,0.025658350974743116,0.029897204580812464,0.13106760631368902,False,Ty Murray,Lil' Kim
8,10,0.16666666666666657,0.0,0.33333333333333326,True,Ty Murray,Ty Murray
9,1,0.10250698084103155,0.05349936731479554,-0.15683810217248623,True,Macy Gray,Macy Gray
9,2,0.061084016695621524,0.0619074176990661,0.01565706312895998,True,Kathy Ireland,Kathy Ireland
9,3,0.10256410256410264,0.01402589736243054,-0.08955378995646979,True,Debi Mazar,Debi Mazar
9,4,0.12727272727272732,-0.09060924933014813,-0.20125152327611012,False,Louie Vito,Chuck Liddell
9,5,0.05053342502450531,-0.08241051030708568,0.032268386621661704,True,Natalie Coughlin,Natalie Coughlin
9,6,0.042670439619976464,0.0,0.1111111111111111,True,Melissa Joan Hart,Melissa Joan Hart
9,7,0.06084496717316007,0.015360029179413315,-0.03321717203655611,False,Mark Dacascos,Michael Irvin
9,8,0.10000000000000003,-0.06893239368631093,0.13647686165263506,True,Aaron Carter,Aaron Carter
9,9,0.16666666666666657,-0.16666666666666669,0.16666666666666669,False,Donny Osmond,Joanna Krupa
10,2,0.15675346787158678,0.046003436175560686,-0.157059123099772,False,Kate Gosselin,Shannen Doherty
10,3,0.06666666666666671,0.04881553646890868,0.09460798473068255,True,Buzz Aldrin,Buzz Aldrin
10,4,0.0069933514083653225,-0.05634361698190116,-0.08333333333333331,True,Aiden Turner,Aiden Turner
10,5,0.1071428571428572,-0.05783128585089653,-0.2740830881117498,True,Kate Gosselin,Kate Gosselin
10,6,0.02440513439432912,-0.10012523486435176,-0.19047619047619047,True,Jake Pavelka,Jake Pavelka
10,7,0.06666666666666671,0.1876379481568084,0.32591610222741835,True,Pamela Anderson,Pamela Anderson
10,8,5.551115123125783e-17,0.13647686165263506,0.13647686165263506,True,Niecy Nash,Niecy Nash
10,9,0.16666666666666657,0.05947205458075033,0.4087129070824723,True,Chad Ochocinco,Chad Ochocinco
11,1,0.04960519779256123,-0.0007540713701789659,0.04581550055449951,True,David Hasselhoff,David Hasselhoff
11,2,0.004566305693137762,0.031991490456601546,0.05032485958995869,True,Michael Bolton,Michael Bolton
11,3,0.04444444444444451,-0.006412938514170574,-0.006412938514170574,True,Margaret Cho,Margaret Cho
11,4,0.06333696839026642,0.0,-0.08333333333333337,True,The Situation,The Situation
11,5,0.00900974696901713,-0.023523933501305827,-0.05914201116765594,True,Florence Henderson,Florence Henderson
11,6,0.22465560412303265,-0.10012523486435176,0.19047619047619047,False,Bristol Palin,Audrina Patridge
11,7,0.2239737762630583,-0.11440890362586514,0.36432677739909786,True,Rick Fox,Rick Fox
11,8,0.10000000000000003,0.036476861652635084,0.24188611699158097,True,Kurt Warner,Kurt Warner
11,9,0.043564535412361494,0.0,0.16666666666666669,True,Brandy,Brandy
12,2,0.03636363636363632,-0.011399577664609195,0.06388900590710328,True,Mike Catherwood,Mike Catherwood
12,3,0.09548008252205475,-0.021669683496352343,0.0938042385306429,True,Wendy Williams,Wendy Williams
12,4,0.1388888888888889,-0.015165042944955298,-0.0724056032721726,True,Sugar Ray Leonard,Sugar Ray Leonard
12,5,0.00900974696901713,-0.0666651644055613,-0.02746117492189981,True,Petra Nemcova,Petra Nemcova
12,6,0.15843497446801336,-0.18102498176286663,0.16078688652477152,True,Chris Jericho,Chris Jericho
12,7,0.06666666666666671,0.049359794086198505,0.1876379481568084,False,Romeo,Kendra Wilkinson
12,8,0.025658350974743116,0.0,0.09999999999999998,False,Ralph Macchio,Romeo
12,9,0.0,0.0,0.0,True,Ralph Macchio,Ralph Macchio
13,1,0.0076340360826691045,-0.045526715988915056,-0.044831610803745425,True,Metta World Peace (Ron),Metta World Peace (Ron)
13,2,0.16363636363636364,-0.13659325438977793,0.20405899221753415,False,David Arquette,Elisabetta Canalis
13,3,0.08888888888888896,0.06013490274477423,0.06013490274477423,True,Kristin Cavallari,Kristin Cavallari
13,4,0.06333696839026642,-0.10587675975296779,-0.1330161731427132,False,Carson Kressley,Chynna Phillips
13,5,0.0552504100033393,0.024470812176704382,0.09635741619270233,True,Carson Kressley,Carson Kressley
13,6,0.03708995011372418,-0.03397337992739058,-0.17607431489369896,True,Chaz Bono,Chaz Bono
13,7,5.551115123125783e-17,0.06666666666666665,0.06666666666666665,True,David Arquette,David Arquette
13,8,0.10000000000000003,0.13647686165263506,-0.06893239368631093,True,Nancy Grace,Nancy Grace
13,9,0.0,0.0,0.0,True,Hope Solo,Hope Solo
14,2,0.045454545454545525,0.0330652950845865,0.12504405105905547,True,Martina Navratilova,Martina Navratilova
14,3,0.09090909090909088,-0.043428069454514884,0.1491204749772937,True,Jack Wagner,Jack Wagner
14,4,5.551115123125783e-17,-0.08201908739974056,-0.08201908739974056,True,Sherri Sheperd,Sherri Sheperd
14,5,0.09983663466747944,-0.036869769345060255,-0.14855272584057322,False,Jaleel White,Gavin DeGraw
14,6,0.037089950113724235,0.0,-0.07142857142857145,True,Gladys Knight,Gladys Knight
14,7,0.06084496717316007,-0.034639970820586674,0.1108159268489658,True,Jaleel White,Jaleel White
14,8,0.06666666666666671,-0.04503277967117714,0.090640442929725,True,Melissa Gilbert,Melissa Gilbert
14,9,0.2261387212474169,0.0,0.5,False,Katherine Jenkins,Maria Menounos
15,1,0.09736864156374847,-0.07394721052101344,0.08290478290751796,True,Pamela Anderson,Pamela Anderson
15,2,0.08903614040734209,0.0004551210924934046,0.16907237642643008,False,Kirstie Alley,Joey Fatone
15,3,0.15136147437665248,-0.042354436945297114,0.2797594914636035,True,Drew Lachey,Drew Lachey
15,4,0.0069933514083653225,0.09420550883306872,0.12086267751168589,True,Bristol Palin,Bristol Palin
15,6,0.25000000000000006,-0.006740900593846744,0.5026963602375387,False,Emmitt Smith,Sabrina Bryan
15,8,0.04761904761904756,0.06437283525829718,0.16078688652477152,True,Kirstie Alley,Kirstie Alley
15,9,0.10000000000000003,-0.09999999999999998,0.09999999999999998,True,Emmitt Smith,Emmitt Smith
16,3,0.04126509786401644,0.03109587756905341,-0.06231578391332504,True,Wynonna Judd,Wynonna Judd
16,4,0.02222222222222231,0.021633886995489515,-0.023590520538144533,True,Lisa Vanderpump,Lisa Vanderpump
16,5,0.0069933514083653225,-0.09472471661875004,-0.12158026780876913,True,D. L. Hughley,D. L. Hughley
16,6,0.1428571428571429,-0.05914201116765594,0.22919372518014852,True,Victor Ortiz,Victor Ortiz
16,7,0.12453036925868083,0.0,-0.2857142857142857,True,Andy Dick,Andy Dick
16,8,0.08596066439458744,-0.06900655593423538,-0.13333333333333336,True,Sean Lowe,Sean Lowe
16,9,0.10000000000000003,-0.06893239368631093,0.13647686165263506,True,Ingo Rademacher,Ingo Rademacher
16,10,0.2261387212474169,-0.3087129070824723,0.24204624041580575,True,Alexandra Raisman,Alexandra Raisman
17,2,0.1363636363636364,-0.05459582232910071,0.22246152891769816,True,Keyshawn Johnson,Keyshawn Johnson
17,3,0.022915701778577102,0.02033381169256665,0.03887044658990363,True,Bill Nye,Bill Nye
17,4,0.05670367934419224,0.055928666279526085,-0.08758787946447522,True,Valerie Harper,Valerie Harper
17,5,0.23236781933596978,0.02913554146645425,0.40385599739112016,False,Amber Riley,Christina Milian
17,7,0.25000000000000006,0.044201701431562046,0.41175536650760414,True,"Nicole ""Snooki"" Polizzi","Nicole ""Snooki"" Polizzi"
17,8,0.17459298669085677,-0.11682348471310322,0.2796053611814651,True,Brant Daugherty,Brant Daugherty
17,9,0.15496722032882293,0.03087025472561372,0.3690065559342354,False,Bill Engvall,Elizabeth Berkley Lauren
17,10,0.05278640450004213,0.0,0.19999999999999996,True,Leah Remini,Leah Remini
17,11,0.043564535412361494,0.0,0.16666666666666657,True,Bill Engvall,Bill Engvall
18,2,0.12727272727272732,-0.00772384648362362,0.18368902595138853,True,Sean Avery,Sean Avery
18,5,0.0,-0.01127447644363172,-0.01127447644363172,True,Cody Simpson,Cody Simpson
18,6,0.15448834045967874,-0.08578203135079826,0.24325909940615326,True,Drew Carey,Drew Carey
18,7,0.012049963525733343,-0.09759000729485329,-0.1428571428571429,True,NeNe Leakes,NeNe Leakes
18,8,0.15496722032882293,0.11486163093186563,0.47225828054140945,True,Danica McKellar,Danica McKellar
18,9,0.23647686165263504,0.04130091612514275,0.5527046276694729,True,Charlie White,Charlie White
18,10,0.043564535412361494,0.0,-0.16666666666666669,True,James Maslow,James Maslow
19,1,0.08974358974358981,-0.011361232089895645,0.11811337705872976,True,Lolo Jones,Lolo Jones
19,2,0.11067567944780715,-0.023479689117661406,0.21052383359102378,True,Tavis Smiley,Tavis Smiley
19,3,0.04126509786401644,-0.04230170677270395,-0.09779198667386774,True,Randy Couture,Randy Couture
19,4,0.04602030774977417,0.032816949921161964,-0.05806662082108072,True,Betsey Johnson,Betsey Johnson
19,6,0.091508776881217,-0.04001458622019266,-0.01127447644363172,False,Antonio Sabato Jr.,Jonathan Bennett
19,7,0.027544408738465975,0.037796447300922686,0.14285714285714285,True,Antonio Sabato Jr.,Antonio Sabato Jr.
19,8,0.12453036925868083,0.0,-0.19047619047619052,True,Michael Waltrip,Michael Waltrip
19,9,0.016954108460352058,0.021182192748269657,-0.04737266893874592,True,Lea Thompson,Lea Thompson
19,10,0.025658350974743116,0.0,0.09999999999999998,True,Tommy Chong,Tommy Chong
19,11,0.0,0.0,0.0,True,Bethany Mota,Bethany Mota
20,2,0.15647854068924166,0.011289615395450647,0.27857450362807706,False,Suzanne Somers,Redfoo
20,3,0.004566305693137762,-0.02452355900275771,-0.005947838445460096,True,Charlotte McKinney,Charlotte McKinney
20,4,0.03397053469517641,0.015677109038635728,0.10523550320298514,True,Michael Sam,Michael Sam
20,5,0.06333696839026642,0.03223622612943039,0.0033899873960947513,True,Suzanne Somers,Suzanne Somers
20,6,0.19085798883234417,-0.04666654411382387,0.35444649690531843,True,Patti LaBelle,Patti LaBelle
20,7,0.30481998541029337,-0.21270741228752393,0.329667978613641,False,Chris Soules,Willow Shields
20,8,0.016954108460352058,-0.06900655593423538,-0.13333333333333336,True,Robert Herjavec,Robert Herjavec
20,9,0.33333333333333326,-0.10719461208591635,0.5912870929175277,False,Noah Galloway,Nastia Liukin
21,2,0.10512640513050775,-0.0656233589991253,-0.0639185647993098,True,Victor Espinoza,Victor Espinoza
21,4,0.05053342502450531,-0.04435847602418708,0.06919818379669229,True,Gary Busey,Gary Busey
21,6,0.06333696839026642,-0.0426975158014295,-0.12796115882772818,False,Hayes Grier,Paula Deen
21,7,0.2543230925440023,0.10884676928457282,0.6600264535145663,False,Alek Skarlatos,Hayes Grier
21,8,0.0,-0.08083621965560372,-0.08083621965560372,True,Andy Grammer,Andy Grammer
21,9,0.2,-0.04503277967117714,0.3619868881315291,False,Tamar Braxton,Alexa PenaVega
21,11,0.043564535412361494,0.01566238900542194,0.21548220313557548,True,Carlos PenaVega,Carlos PenaVega
22,2,0.1560820302856027,0.07111770781242222,0.03747356295572424,True,Geraldo Rivera,Geraldo Rivera
22,3,0.07796389003489507,-0.03782364233496316,0.018398391241790657,False,Antonio Brown,Mischa Barton
22,4,0.05053342502450531,-0.06446547523940072,-0.04113296422522916,True,Marla Maples,Marla Maples
22,6,0.15700282971498236,-0.0476555091874431,0.18264941104281257,False,Kim Fields,Doug Flutie
22,7,0.08174904371434799,0.042443780712434875,0.2316925500520668,True,Von Miller,Von Miller
22,8,0.2929803321972937,-0.11440890362586514,0.49999999999999994,False,Wanya Morris,Jodie Sweetin
22,9,0.2011928476664016,0.23904572186687872,0.7,False,Antonio Brown,Wanya Morris
23,2,0.025641025641025772,0.04797708935858558,0.10012271560363434,True,Jake T. Austin,Jake T. Austin
23,3,0.045454545454545525,-0.06490064137575602,-0.03398887577295895,True,Rick Perry,Rick Perry
23,4,5.551115123125783e-17,,,True,Babyface,Babyface
23,6,0.0351651598993159,0.048584555711018385,-0.03663629498348836,True,Amber Rose,Amber Rose
23,7,0.07142857142857145,-0.01720958582071569,0.1330300262317658,False,Marilu Henner,Maureen McCormick
23,8,0.09523809523809518,-0.03204121600817711,-0.03204121600817711,False,Marilu Henner,Ryan Lochte
23,9,5.551115123125783e-17,0.039470152611645215,0.039470152611645215,True,Marilu Henner,Marilu Henner
23,10,0.44023856953328033,-0.3182030425425076,0.658113883008419,False,Calvin Johnson Jr.,Terra Jole
23,11,0.0,0.0,0.0,True,Jana Kramer,Jana Kramer
24,2,0.05379334519991885,0.015001993772432609,0.07685805886010783,True,Chris Kattan,Chris Kattan
24,3,0.07272727272727275,0.051212293193052316,0.12571443312651237,True,Charo,Charo
24,4,0.08888888888888896,0.038568836536318485,0.12847957027879447,True,Mr. T,Mr. T
24,5,0.0351651598993159,-0.0657361648361276,0.019724580318040807,False,David Ross,Erika Jayne
24,6,0.15448834045967874,0.0,0.3214285714285714,False,Nick Viall,Heather Morris
24,7,0.06084496717316007,0.06777002188456,0.1143437949341029,False,Nancy Kerrigan,Nick Viall
24,8,5.551115123125783e-17,0.09999999999999998,0.09999999999999998,True,Bonner Bolton,Bonner Bolton
24,9,,,0.3333333333333335,True,Simone Biles,Simone Biles
25,2,0.07508170720060137,-0.06984330451089155,-0.10759621441356326,True,Barbara Corcoran,Barbara Corcoran
25,4,0.15136147437665248,0.012618120581945502,0.30876705782058955,True,Derek Fisher,Derek Fisher
25,5,0.04602030774977417,0.166436326176314,0.0684182207075027,True,Sasha Pieterse,Sasha Pieterse
25,6,0.06333696839026642,-0.03511412647016143,0.10627919263526897,True,Nick Lachey,Nick Lachey
25,7,0.018187944170284187,0.06153327800975944,0.13207170190698808,True,Nikki Bella,Nikki Bella
25,8,0.016954108460352058,0.0,0.06666666666666665,True,Terrell Owens,Terrell Owens
25,9,0.10000000000000003,0.0,0.2,True,Victoria Arlen,Victoria Arlen
25,10,0.0,0.07537957374913906,0.07537957374913906,True,Drew Scott,Drew Scott
26,1,0.02806009627573053,0.041590956414976676,0.10896284970599923,True,Jamie Anderson,Jamie Anderson
26,2,0.11811869208701331,0.0012218675998554307,0.2584874157172763,False,Kareem Abdul-Jabbar,Arike Ogunbowale
26,3,0.0,,,True,Jennie Finch Daigle,Jennie Finch Daigle
27,1,0.029022456140585462,0.035472482364489744,0.07477507894495639,True,Nikki Glaser,Nikki Glaser
27,2,0.0038023365511267726,-0.045354796717295975,-0.06033968097705328,True,Danelle Umstead,Danelle Umstead
27,3,0.10511150912867251,-0.16559061950693604,0.1031446948258744,True,Nancy McKeon,Nancy McKeon
27,4,0.23226838662166172,0.01926651821530262,0.06334567089250853,False,Bobby Bones,Tinashe
27,6,0.06333696839026642,-0.010209291145898303,0.13083569142915197,False,John Schneider,Mary Lou Retton
27,7,0.08174904371434799,-0.0598935818739712,-0.09485629688194158,False,DeMarcus Ware,John Schneider
27,8,0.0,,,True,Bobby Bones,Bobby Bones
28,2,0.04960519779256123,0.04239547133501903,0.11935248164149298,False,Lamar Odom,Mary Wilson
28,4,0.07300675377328003,-0.015526689447203701,0.05425394440043968,True,Lamar Odom,Lamar Odom
28,6,0.17602420235406863,0.007524818610489481,0.3825475372933965,False,Sean Spicer,Sailor Brinkley-Cook
28,7,0.08174904371434799,0.11669192143778057,0.0043230925440022605,False,Karamo Brown,Sean Spicer
28,8,0.05013229457878132,0.10585122480499265,0.28571428571428575,True,Kate Flannery,Kate Flannery
28,9,0.016954108460352058,0.0,0.06666666666666671,True,Sean Spicer,Sean Spicer
28,10,0.025658350974743116,0.029897204580812464,0.13106760631368902,True,James Van Der Beek,James Van Der Beek
29,2,0.0980815237657498,0.036796306821145486,0.16653328458923694,True,Skai Jackson,Skai Jackson
29,3,0.03886042260426059,0.03461708546692832,0.034234564493911934,True,Carole Baskin,Carole Baskin
29,4,0.08974358974358981,-0.06977948560072478,0.12144535721294802,True,Anne Heche,Anne Heche
29,5,0.03433757737874976,-0.06755634324880444,-0.019189381233660652,True,Jesse Metcalfe,Jesse Metcalfe
29,6,0.054545454545454564,-0.03214270669086716,0.08079016866670158,True,Veron Davis,Veron Davis
29,7,0.3012384020000187,-0.11596623195764239,0.33415747012287944,True,Monica Aldama,Monica Aldama
29,8,0.07142857142857145,0.09905377643024105,0.24460727952492256,True,Chrishell Stause,Chrishell Stause
29,9,0.10963997082058674,0.1413771830286179,0.3821741658589451,True,AJ McLean,AJ McLean
29,10,0.2,-0.022251693317744847,0.392582768894085,True,Skai Jackson,Skai Jackson
30,2,0.06084496717316007,0.030003302801630882,0.09694213542910435,True,Martin Kove,Martin Kove
30,3,0.14240787498586066,0.007504192791407183,0.31201209630877064,False,Christine Chiu,"Mike ""The Miz"" Mizanin"
30,4,0.08063643354983635,-0.0399249222872613,0.1027539023512225,True,Brian Austin Green,Brian Austin Green
30,5,0.10178356471505806,0.10290149932151416,0.25505207354546217,True,Melanie C,Melanie C
30,6,0.04444444444444451,-2.947109552259297e-05,-2.947109552259297e-05,True,Kenya Moore,Kenya Moore
30,7,0.06333696839026642,-0.1306307547590998,0.014297739604484216,True,"Mike ""The Miz"" Mizanin","Mike ""The Miz"" Mizanin"
30,8,0.05679736978604083,-0.04246102726423867,0.03587305508501393,False,Iman Shumpert,Olivia Jade
30,9,0.17774830668225516,0.02575196665330437,0.4309934440657645,True,Suni Lee,Suni Lee
31,1,0.03606519073648201,0.04162506874753935,0.09997180568604191,True,Jason Lewis,Jason Lewis
31,2,0.06937306117758901,-0.062204565260155165,0.08345652267348419,True,Teresa Giudice,Teresa Giudice
31,3,0.03886042260426059,-0.029169354200632547,0.06006418549628367,True,Cheryl Ladd,Cheryl Ladd
31,4,0.04893288918217681,0.005136214205036016,0.12319823281323755,True,Sam Champion,Sam Champion
31,5,0.1307255270620018,-0.049976327158584355,0.16455237567855363,False,Joseph Baena,Selma Blair
31,6,0.16290006876837893,-0.03601754754252723,0.03399204162632902,False,Jessie James Decker,Vinny Guadagnino
31,7,0.027777777777777735,-0.0660247122532136,-0.009663836951684324,True,Jordin Sparks,Jordin Sparks
31,8,0.0552504100033393,-0.16503873487402115,-0.15903530428237506,False,Heidi D'Amelio,Vinny Guadagnino
31,9,0.016954108460352058,0.03829630154298719,-0.03214133479229808,True,Trevor Donovan,Trevor Donovan
32,1,0.04695441150993951,-0.009967011789903779,-0.06581023787332013,True,Matt Walsh,Matt Walsh
32,2,0.07508170720060137,-0.06537738585663666,0.07979708980861194,True,Jamie Lynn Spears,Jamie Lynn Spears
32,3,0.038406908827502306,-0.01656425992558791,-0.04697094093450166,True,Tyson Beckford,Tyson Beckford
32,4,0.004566305693137762,-0.06065110285814329,-0.07872273488895587,True,Mira Sorvino,Mira Sorvino
32,5,0.011237390046160645,0.03076278966280388,-0.016333361162449878,False,Mira Sorvino,Harry Jowsey
32,6,0.03601963643083145,0.05986843400892494,0.08333333333333331,False,Barry Williams,Mauricio Umansky
32,7,0.22722763720500955,0.03156443036012474,0.35849103726162646,True,Lele Pons,Lele Pons
32,8,0.13995885008845216,0.05143444998736396,-0.19047619047619047,False,Barry Williams,Harry Jowsey
32,9,0.016954108460352058,0.06900655593423549,0.0,True,Harry Jowsey,Harry Jowsey
33,2,0.12636764112146337,-0.04226774563025948,0.24928239412519287,True,Tori Spelling,Tori Spelling
33,3,0.1260212039966171,-0.0429905699014157,0.04995712203038538,True,Eric Roberts,Eric Roberts
33,4,0.12841973219123087,-0.0057166195047502755,0.3,True,Brooks Nader,Brooks Nader
33,5,0.11811869208701331,0.10849892269137384,0.369463148103496,True,Phaedra Parks,Phaedra Parks
33,6,0.20722997811544003,0.10830382504140451,-0.34004702847034035,False,Stephen Nedoroscik,Ilona Maher
33,7,0.016954108460352058,-0.06900655593423538,-0.13333333333333336,True,Dwight Howard ,Dwight Howard 
34,2,0.1538461538461538,-0.026625964765180643,0.24767602860642063,False,Baron Davis,Lauren Jauregui
34,3,0.11067567944780715,-0.05841656297604986,0.14467598092442274,True,Lauren Jauregui,Lauren Jauregui
34,4,0.24995712203038534,0.03717207181127585,0.5635100425009938,True,Hilaria Baldwin,Hilaria Baldwin
34,6,0.07300675377328003,-0.02555064218922065,-0.04816137532395626,True,Scott Hoying,Scott Hoying
34,7,0.042670439619976464,-0.01895427273889161,0.03752934417835252,True,Jen Affleck,Jen Affleck
34,8,0.045379395341682616,0.04921536324402498,0.15645442843481772,True,Danielle Fishel,Danielle Fishel
34,9,0.06084496717316007,-0.0010150543195878159,0.1475896548250849,True,Andy Richter,Andy Richter
34,10,0.2239737762630583,-0.16360499052784427,0.32591610222741835,False,Elaine Hendrix,Whitney Leavitt
